Snapshot,Snapshot UTC,GW,GW finished,ID,Player,Team,Pos,Price,Owned %,Form,Total pts,GW pts,PPG,Minutes,Starts,Goals,Assists,xGI,DEFCON,DEFCON per 90,Exp pts next,Status,Chance next GW,Transfers in (GW),Transfers out (GW),Price change (GW)
2026-08-21,2026-08-21 21:03,1,False,56,Abraham,AVL,FWD,5.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.3,Doubtful,75.0,35,78,0.0
2026-08-21,2026-08-21 21:03,1,False,57,Petrović,BOU,GKP,4.5,3.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.9,Available,,278,153,0.0
2026-08-21,2026-08-21 21:03,1,False,58,Forster,BOU,GKP,4.0,3.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,209,121,0.0
2026-08-21,2026-08-21 21:03,1,False,59,Dennis,BOU,GKP,4.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,41,10,0.0
2026-08-21,2026-08-21 21:03,1,False,60,Hill,BOU,DEF,5.5,0.8,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.5,Available,,328,140,0.0
2026-08-21,2026-08-21 21:03,1,False,61,Truffert,BOU,DEF,5.5,4.4,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.5,Available,,571,410,0.0
2026-08-21,2026-08-21 21:03,1,False,62,Diakité,BOU,DEF,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.2,Available,,179,25,0.0
2026-08-21,2026-08-21 21:03,1,False,63,Milosavljević,BOU,DEF,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,4,14,0.0
2026-08-21,2026-08-21 21:03,1,False,64,Smith,BOU,DEF,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,80,9,0.0
2026-08-21,2026-08-21 21:03,1,False,65,J.Araujo,BOU,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,4,32,0.0
2026-08-21,2026-08-21 21:03,1,False,66,Soler,BOU,DEF,4.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.8,Doubtful,75.0,33,59,0.0
2026-08-21,2026-08-21 21:03,1,False,67,Rayan,BOU,MID,6.5,2.7,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.3,Available,,495,438,0.0
2026-08-21,2026-08-21 21:03,1,False,68,Tavernier,BOU,MID,6.0,1.6,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.1,Available,,131,139,0.0
2026-08-21,2026-08-21 21:03,1,False,69,Scott,BOU,MID,6.0,1.5,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.1,Available,,214,210,0.0
2026-08-21,2026-08-21 21:03,1,False,70,Kluivert,BOU,MID,6.0,1.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.1,Available,,266,151,0.0
2026-08-21,2026-08-21 21:03,1,False,71,Cook,BOU,MID,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,101,28,0.0
2026-08-21,2026-08-21 21:03,1,False,72,Gannon-Doak,BOU,MID,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,29,17,0.0
2026-08-21,2026-08-21 21:03,1,False,73,Adams,BOU,MID,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.1,Doubtful,75.0,18,159,0.0
2026-08-21,2026-08-21 21:03,1,False,74,Brooks,BOU,MID,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.1,Doubtful,75.0,8,35,0.0
2026-08-21,2026-08-21 21:03,1,False,75,Christie,BOU,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Suspended,0.0,6,4,0.0
2026-08-21,2026-08-21 21:03,1,False,76,Tóth.A,BOU,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,3,2,0.0
2026-08-21,2026-08-21 21:03,1,False,77,Adli,BOU,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,1,56,0.0
2026-08-21,2026-08-21 21:03,1,False,78,Kroupi.Jr,BOU,MID,7.5,0.5,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,23,886,0.0
2026-08-21,2026-08-21 21:03,1,False,79,Evanilson,BOU,FWD,6.0,2.3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.0,Available,,458,287,0.0
2026-08-21,2026-08-21 21:03,1,False,80,Enes Ünal,BOU,FWD,5.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,70,0.0
2026-08-21,2026-08-21 21:03,1,False,81,Rodríguez,BOU,FWD,6.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Doubtful,75.0,9,55,0.0
2026-08-21,2026-08-21 21:03,1,False,82,Kelleher,BRE,GKP,5.0,5.8,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.6,Available,,329,295,0.0
2026-08-21,2026-08-21 21:03,1,False,83,Valdimarsson,BRE,GKP,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.9,Available,,14,10,0.0
2026-08-21,2026-08-21 21:03,1,False,84,Collins,BRE,DEF,5.5,1.8,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.5,Available,,319,195,0.0
2026-08-21,2026-08-21 21:03,1,False,85,Van den Berg,BRE,DEF,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,15,225,0.0
2026-08-21,2026-08-21 21:03,1,False,86,Lewis-Potter,BRE,MID,5.5,0.4,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.0,Available,,35,48,0.0
2026-08-21,2026-08-21 21:03,1,False,87,Ajer,BRE,DEF,4.5,3.6,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,595,135,0.0
2026-08-21,2026-08-21 21:03,1,False,88,Kayode,BRE,DEF,4.5,3.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,803,139,0.0
2026-08-21,2026-08-21 21:03,1,False,89,Henry,BRE,DEF,4.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,49,26,0.0
2026-08-21,2026-08-21 21:03,1,False,90,Hickey,BRE,DEF,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,39,9,0.0
2026-08-21,2026-08-21 21:03,1,False,91,Pinnock,BRE,DEF,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,25,8,0.0
2026-08-21,2026-08-21 21:03,1,False,92,Ji-soo,BRE,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,4,1,0.0
2026-08-21,2026-08-21 21:03,1,False,93,Schuster,BRE,DEF,4.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,6,18,0.0
2026-08-21,2026-08-21 21:03,1,False,94,Schade,BRE,MID,6.0,3.7,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.1,Available,,272,218,0.0
2026-08-21,2026-08-21 21:03,1,False,95,O.Dango,BRE,MID,6.5,1.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.3,Available,,84,150,0.0
2026-08-21,2026-08-21 21:03,1,False,96,Damsgaard,BRE,MID,5.5,0.6,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.0,Available,,74,61,0.0
2026-08-21,2026-08-21 21:03,1,False,97,Jensen,BRE,MID,5.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.0,Available,,9,16,0.0
2026-08-21,2026-08-21 21:03,1,False,98,Janelt,BRE,MID,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,16,11,0.0
2026-08-21,2026-08-21 21:03,1,False,99,Milambo,BRE,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,0,5,0.0
2026-08-21,2026-08-21 21:03,1,False,100,Carvalho,BRE,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.1,Doubtful,75.0,3,10,0.0
2026-08-21,2026-08-21 21:03,1,False,101,Henderson,CHE,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.1,Doubtful,75.0,15,27,0.0
2026-08-21,2026-08-21 21:03,1,False,102,Yarmoliuk,BRE,MID,5.0,1.4,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,46,97,0.0
2026-08-21,2026-08-21 21:03,1,False,103,Dasilva,BRE,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,5,5,0.0
2026-08-21,2026-08-21 21:03,1,False,104,Onyeka,COV,MID,5.0,0.2,2.0,2,2,2.0,90,1,0,0,0.01,8,8.0,1.5,Available,,85,39,0.0
2026-08-21,2026-08-21 21:03,1,False,105,Anthony,BRE,MID,6.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.1,Available,,28,25,0.0
2026-08-21,2026-08-21 21:03,1,False,106,Thiago,BRE,FWD,8.0,17.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.5,Available,,1238,1691,0.0
2026-08-21,2026-08-21 21:03,1,False,107,Furo,BRE,FWD,4.5,0.9,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,283,137,0.0
2026-08-21,2026-08-21 21:03,1,False,108,Wilson,BRE,FWD,5.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.8,Available,,144,68,0.0
2026-08-21,2026-08-21 21:03,1,False,109,Verbruggen,BHA,GKP,4.5,22.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.9,Available,,944,607,0.0
2026-08-21,2026-08-21 21:03,1,False,110,Rushworth,COV,GKP,4.5,1.1,1.0,1,1,1.0,90,1,0,0,0.01,0,0.0,1.9,Available,,237,83,0.0
2026-08-21,2026-08-21 21:03,1,False,111,Steele,BHA,GKP,4.0,4.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,213,140,0.0
2026-08-21,2026-08-21 21:03,1,False,112,Van Hecke,TOT,DEF,5.0,10.8,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.2,Available,,4816,605,0.0
2026-08-21,2026-08-21 21:03,1,False,113,F.Kadıoğlu,BHA,DEF,4.5,3.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,412,201,0.0
2026-08-21,2026-08-21 21:03,1,False,114,Boscagli,BHA,DEF,4.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,34,22,0.0
2026-08-21,2026-08-21 21:03,1,False,115,De Cuyper,BHA,DEF,4.5,1.7,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,224,122,0.0
2026-08-21,2026-08-21 21:03,1,False,116,Dunk,BHA,DEF,4.5,1.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,352,79,0.0
2026-08-21,2026-08-21 21:03,1,False,117,Coppola,BHA,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,5,1,0.0
2026-08-21,2026-08-21 21:03,1,False,118,Igor,BHA,DEF,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,40,12,0.0
2026-08-21,2026-08-21 21:03,1,False,119,Costinha,BHA,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,12,1,0.0
2026-08-21,2026-08-21 21:03,1,False,120,Svoboda,BHA,DEF,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.2,Available,,22,6,0.0
2026-08-21,2026-08-21 21:03,1,False,121,Mitoma,BHA,MID,6.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,12,60,0.0
2026-08-21,2026-08-21 21:03,1,False,122,Minteh,BHA,MID,6.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,11,195,0.0
2026-08-21,2026-08-21 21:03,1,False,123,Hinshelwood,BHA,MID,6.0,0.4,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.1,Available,,20,47,0.0
2026-08-21,2026-08-21 21:03,1,False,124,Groß,BHA,MID,5.5,14.6,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.0,Available,,950,632,0.0
2026-08-21,2026-08-21 21:03,1,False,125,Georginio,BHA,FWD,5.5,0.9,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.8,Available,,105,84,0.0
2026-08-21,2026-08-21 21:03,1,False,126,O'Riley,BHA,MID,5.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.0,Available,,27,20,0.0
2026-08-21,2026-08-21 21:03,1,False,127,Gomez,BHA,MID,5.0,4.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,446,232,0.0
2026-08-21,2026-08-21 21:03,1,False,128,Buonanotte,BHA,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,17,0.0
2026-08-21,2026-08-21 21:03,1,False,129,Ayari,BHA,MID,5.5,0.7,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.0,Available,,73,90,0.0
2026-08-21,2026-08-21 21:03,1,False,130,Wieffer,BHA,DEF,5.0,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.2,Available,,30,34,0.0
2026-08-21,2026-08-21 21:03,1,False,131,Baleba,BHA,MID,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,190,131,0.0
2026-08-21,2026-08-21 21:03,1,False,132,Howell,BHA,MID,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,84,0.0
2026-08-21,2026-08-21 21:03,1,False,133,Watson,BHA,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,2,0.0
2026-08-21,2026-08-21 21:03,1,False,134,Oriola,BHA,MID,4.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,88,36,0.0
2026-08-21,2026-08-21 21:03,1,False,135,Yohanna,BHA,MID,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,20,10,0.0
2026-08-21,2026-08-21 21:03,1,False,136,Welbeck,CHE,FWD,6.0,1.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Doubtful,75.0,38,885,0.0
2026-08-21,2026-08-21 21:03,1,False,137,Tzimas,BHA,FWD,5.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,3,11,0.0
2026-08-21,2026-08-21 21:03,1,False,138,Kostoulas,BHA,FWD,5.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.8,Available,,18,35,0.0
2026-08-21,2026-08-21 21:03,1,False,139,Ferguson,BHA,FWD,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,25,33,0.0
2026-08-21,2026-08-21 21:03,1,False,140,Sánchez,CHE,GKP,5.0,2.4,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.6,Available,,222,223,0.0
2026-08-21,2026-08-21 21:03,1,False,141,Jörgensen,CHE,GKP,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,41,0.0
2026-08-21,2026-08-21 21:03,1,False,142,James,CHE,DEF,5.5,10.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.5,Available,,3771,805,0.0
2026-08-21,2026-08-21 21:03,1,False,143,Chalobah,CHE,DEF,5.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,606,0.0
2026-08-21,2026-08-21 21:03,1,False,144,Gusto,CHE,DEF,5.0,1.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.2,Available,,723,171,0.0
2026-08-21,2026-08-21 21:03,1,False,145,Fofana,CHE,DEF,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Suspended,0.0,4,9,0.0
2026-08-21,2026-08-21 21:03,1,False,146,B.Badiashile,CHE,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,25,8,0.0
2026-08-21,2026-08-21 21:03,1,False,147,Tosin,CHE,DEF,4.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,30,39,0.0
2026-08-21,2026-08-21 21:03,1,False,148,Hato,CHE,DEF,4.5,0.5,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.7,Available,,116,62,0.0
